x,y
1.163112311818398359e-01,1.000000000000000000e+00
1.380167325082942265e+00,1.000000000000000000e+00
3.037496775819429562e+00,1.000000000000000000e+00
1.442612204891490002e+00,1.000000000000000000e+00
1.403070526017901498e+00,1.000000000000000000e+00
7.838740011532489005e-01,1.000000000000000000e+00
1.230907637099651231e+00,1.000000000000000000e+00
5.236091721835016699e-01,1.000000000000000000e+00
1.033895125711468799e+00,1.000000000000000000e+00
-1.473029533077354181e+00,1.000000000000000000e+00
3.274862690211373106e-01,1.000000000000000000e+00
1.897368408378647064e+00,1.000000000000000000e+00
1.101535304846127383e+00,1.000000000000000000e+00
2.562953614843174854e+00,1.000000000000000000e+00
1.094686197834233710e+00,1.000000000000000000e+00
2.372211598334114768e+00,1.000000000000000000e+00
2.285865320190453076e+00,1.000000000000000000e+00
5.748273205960728882e-01,1.000000000000000000e+00
2.176742555642658505e+00,1.000000000000000000e+00
6.908934694418579214e-01,1.000000000000000000e+00
2.781744165910090771e+00,1.000000000000000000e+00
8.199491010971616811e-01,1.000000000000000000e+00
3.586398013481422176e-01,1.000000000000000000e+00
2.071693454231424258e+00,1.000000000000000000e+00
1.467601661265946600e+00,1.000000000000000000e+00
6.483498541003120952e-01,1.000000000000000000e+00
1.077376277187010789e+00,1.000000000000000000e+00
1.952823680026541942e+00,1.000000000000000000e+00
2.373543565201829963e+00,1.000000000000000000e+00
2.349382277214115966e+00,1.000000000000000000e+00
1.682178895543437802e+00,1.000000000000000000e+00
-8.532945599820807026e-02,1.000000000000000000e+00
1.014734118859172751e+00,1.000000000000000000e+00
1.184679990031533903e+00,1.000000000000000000e+00
-7.416526269004275473e-01,1.000000000000000000e+00
-5.463027660494912396e-02,1.000000000000000000e+00
-4.237555532976406969e-01,1.000000000000000000e+00
2.627150092155272176e+00,1.000000000000000000e+00
5.044193429324861366e-02,1.000000000000000000e+00
1.989413269992369449e+00,1.000000000000000000e+00
5.427464396252372758e-01,1.000000000000000000e+00
3.271752943291217353e-02,1.000000000000000000e+00
1.538892635051621882e-01,1.000000000000000000e+00
8.966319571292136192e-01,1.000000000000000000e+00
1.763430804127320339e+00,1.000000000000000000e+00
1.875139497234938002e+00,1.000000000000000000e+00
1.161599747921893577e+00,1.000000000000000000e+00
5.138643707287351425e-01,1.000000000000000000e+00
4.417700343171547805e-01,1.000000000000000000e+00
3.673888253680861471e-01,1.000000000000000000e+00
8.664273717034527422e-01,1.000000000000000000e+00
2.226245948313218204e+00,1.000000000000000000e+00
1.278760700450644050e+00,1.000000000000000000e+00
2.172466776990822801e+00,1.000000000000000000e+00
2.061328069724769119e+00,1.000000000000000000e+00
2.232541336384733732e+00,1.000000000000000000e+00
-5.193623298335703353e-02,1.000000000000000000e+00
1.318164430168311752e+00,1.000000000000000000e+00
1.654950635637797873e+00,1.000000000000000000e+00
1.812596638042233810e+00,1.000000000000000000e+00
9.110662859705339622e-01,1.000000000000000000e+00
8.651999218402325331e-01,1.000000000000000000e+00
1.360039782904048700e+00,1.000000000000000000e+00
2.235562340218661959e+00,1.000000000000000000e+00
1.889682644218171337e-02,1.000000000000000000e+00
2.980483974527407653e+00,1.000000000000000000e+00
4.707730964191374490e-01,1.000000000000000000e+00
1.481355645756880168e+00,1.000000000000000000e+00
1.178976110881559958e-01,1.000000000000000000e+00
-1.341065488124573157e-01,1.000000000000000000e+00
2.369987119861796110e+00,1.000000000000000000e+00
1.392511107085222299e+00,1.000000000000000000e+00
3.713425981920531083e+00,1.000000000000000000e+00
2.875738740157513185e+00,1.000000000000000000e+00
5.281497078864960670e-02,1.000000000000000000e+00
-5.942667067931717284e-02,1.000000000000000000e+00
-3.912212984067184873e-01,1.000000000000000000e+00
3.039538601272582241e+00,1.000000000000000000e+00
2.495161685831678078e+00,1.000000000000000000e+00
